data,usd_brl,ibovespa,dxy,vix,petroleo_wti,soja,selic,embi_brasil,ipca_mensal,usd_brl_retorno,usd_brl_volatilidade,ipca_acumulado_12m
2023-10-31,5.04610013961792,113144.0,106.66000366210938,18.13999938964844,81.0199966430664,1287.0,12.75,201.0,0.24,0.0026426524984919375,0.017305121893551902,4.720000000000001
2023-11-30,4.904099941253662,127331.0,103.5,12.920000076293944,75.95999908447266,1342.75,12.25,189.0,0.28,-0.028140582714438533,0.028861777272316404,4.59
2023-12-31,4.850200176239014,134185.0,101.33000183105467,12.449999809265137,71.6500015258789,1293.5,11.75,195.0,0.56,-0.010990755828860554,0.015425055132263478,4.53
2024-01-31,4.950300216674805,127752.0,103.2699966430664,14.350000381469728,75.8499984741211,1222.25,11.75,230.0,0.42,0.02063833177982599,0.024745027259370774,4.42
2024-02-29,4.967299938201904,129020.0,104.16000366210938,13.399999618530272,78.26000213623047,1128.25,11.25,208.0,0.83,0.0034340789008788786,0.015834884259449695,4.41
2024-03-31,5.014100074768066,128106.0,104.5500030517578,13.010000228881836,83.16999816894531,1191.5,10.75,210.0,0.16,0.009421644987901212,0.00873356864209716,3.8600000000000003
2024-04-30,5.117000102996826,125924.0,106.22000122070312,15.649999618530272,81.93000030517578,1145.5,10.75,210.0,0.38,0.02052213292402616,0.008670576397261534,3.63
2024-05-31,5.202099800109863,122098.0,104.66999816894533,12.920000076293944,76.98999786376953,1205.0,10.5,213.0,0.46,0.016630778854821227,0.005632274259762832,3.86
2024-06-30,5.500500202178955,123907.0,105.87000274658205,12.4399995803833,81.54000091552734,1150.5,10.5,231.0,0.21,0.057361529677456335,0.02247694319454241,4.15
2024-07-31,5.611100196838379,127652.0,104.0999984741211,16.360000610351562,77.91000366210938,1028.5,10.5,228.0,0.38,0.020107261266095522,0.02257934346328215,4.41
